index,id,country_id,season,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
3087,7096,4769,2014/2015,2014-11-09 00:00:00,9853,9829,1,1
3088,7097,4769,2014/2015,2014-11-08 00:00:00,9941,8550,3,0
3089,7098,4769,2014/2015,2014-11-09 00:00:00,9847,8592,2,0
3090,7099,4769,2014/2015,2014-11-22 00:00:00,7794,9748,0,0
3091,7100,4769,2014/2015,2014-11-22 00:00:00,9747,9851,0,1
3092,7101,4769,2014/2015,2015-01-07 00:00:00,8639,4087,1,0
3093,7102,4769,2014/2015,2014-11-22 00:00:00,8689,8588,1,0
3094,7103,4769,2014/2015,2014-11-23 00:00:00,8592,9827,3,1
3095,7104,4769,2014/2015,2014-11-21 00:00:00,8550,9847,2,3
3096,7105,4769,2014/2015,2014-11-22 00:00:00,9829,7819,2,2
3097,7106,4769,2014/2015,2014-11-23 00:00:00,10249,9941,2,0
3098,7107,4769,2014/2015,2014-11-23 00:00:00,9830,9853,0,0
3099,7108,4769,2014/2015,2014-11-22 00:00:00,9831,9837,0,0
3100,7109,4769,2014/2015,2014-11-30 00:00:00,9827,8639,1,0
3101,7110,4769,2014/2015,2014-11-29 00:00:00,7819,10249,1,1
3102,7111,4769,2014/2015,2014-11-30 00:00:00,4087,9747,2,0
3103,7112,4769,2014/2015,2014-11-29 00:00:00,8588,8550,2,0
3104,7113,4769,2014/2015,2014-11-28 00:00:00,8592,9830,2,0
3105,7114,4769,2014/2015,2014-11-29 00:00:00,9847,9831,1,0
3106,7115,4769,2014/2015,2014-11-29 00:00:00,9837,7794,2,1
3107,7116,4769,2014/2015,2014-11-29 00:00:00,9851,9829,2,0
3108,7117,4769,2014/2015,2014-11-29 00:00:00,9941,8689,2,3
3109,7118,4769,2014/2015,2014-11-30 00:00:00,9853,9748,3,0
3110,7119,4769,2014/2015,2014-12-03 00:00:00,7794,4087,1,2
3111,7120,4769,2014/2015,2014-12-03 00:00:00,9747,7819,5,1
3112,7121,4769,2014/2015,2014-12-03 00:00:00,8639,9847,1,1
3113,7122,4769,2014/2015,2014-12-02 00:00:00,8689,8592,1,1
3114,7123,4769,2014/2015,2014-12-04 00:00:00,9748,9837,2,1
3115,7124,4769,2014/2015,2014-12-03 00:00:00,8550,9827,0,0
3116,7125,4769,2014/2015,2014-12-02 00:00:00,9829,8588,2,0
3117,7126,4769,2014/2015,2014-12-03 00:00:00,10249,9853,0,2
3118,7127,4769,2014/2015,2014-12-02 00:00:00,9830,9941,1,2
3119,7128,4769,2014/2015,2014-12-03 00:00:00,9831,9851,1,2
3120,7129,4769,2014/2015,2014-12-06 00:00:00,9827,8689,3,2
3121,7130,4769,2014/2015,2014-12-06 00:00:00,7819,9831,2,3
3122,7131,4769,2014/2015,2014-12-07 00:00:00,4087,9748,2,3
3123,7132,4769,2014/2015,2014-12-07 00:00:00,8588,8639,1,1
3124,7133,4769,2014/2015,2014-12-07 00:00:00,8592,8550,3,1
3125,7134,4769,2014/2015,2014-12-06 00:00:00,9847,9830,2,1
3126,7135,4769,2014/2015,2014-12-07 00:00:00,9837,9747,2,3
3127,7136,4769,2014/2015,2014-12-06 00:00:00,9851,10249,0,4
3128,7137,4769,2014/2015,2014-12-06 00:00:00,9853,7794,1,0
3129,7138,4769,2014/2015,2014-12-05 00:00:00,9941,9829,0,2
3130,7139,4769,2014/2015,2014-12-13 00:00:00,7794,9851,2,0
3131,7140,4769,2014/2015,2014-12-14 00:00:00,9747,9847,1,0
3132,7141,4769,2014/2015,2014-12-14 00:00:00,8639,9941,3,0
3133,7142,4769,2014/2015,2014-12-13 00:00:00,8689,8550,3,1
3134,7143,4769,2014/2015,2014-12-12 00:00:00,9748,7819,3,0
3135,7144,4769,2014/2015,2014-12-13 00:00:00,10249,8588,3,3
3136,7145,4769,2014/2015,2014-12-13 00:00:00,9830,9827,2,1
3137,7146,4769,2014/2015,2014-12-14 00:00:00,9831,9853,0,0
3138,7147,4769,2014/2015,2014-12-13 00:00:00,9837,4087,3,2
3139,7148,4769,2014/2015,2014-12-14 00:00:00,9829,8592,1,0
3140,7149,4769,2014/2015,2014-12-21 00:00:00,9827,9748,0,5
3141,7150,4769,2014/2015,2014-12-20 00:00:00,7819,7794,1,1
3142,7151,4769,2014/2015,2014-12-19 00:00:00,8588,9831,2,0
3143,7152,4769,2014/2015,2014-12-20 00:00:00,8689,9830,1,2
3144,7153,4769,2014/2015,2014-12-21 00:00:00,8592,8639,2,1
3145,7154,4769,2014/2015,2014-12-20 00:00:00,8550,9829,0,1
3146,7155,4769,2014/2015,2014-12-20 00:00:00,9847,10249,0,0
3147,7156,4769,2014/2015,2014-12-20 00:00:00,9851,9837,1,3
3148,7157,4769,2014/2015,2014-12-21 00:00:00,9853,4087,3,0
3149,7158,4769,2014/2015,2014-12-20 00:00:00,9941,9747,1,1
3150,7159,4769,2014/2015,2014-08-17 00:00:00,9827,9829,4,1
3151,7160,4769,2014/2015,2014-08-15 00:00:00,7819,8639,0,1
3152,7161,4769,2014/2015,2014-08-16 00:00:00,8588,9747,0,1
3153,7162,4769,2014/2015,2014-08-16 00:00:00,8689,9831,0,0
3154,7163,4769,2014/2015,2014-08-17 00:00:00,8592,10249,0,2
3155,7164,4769,2014/2015,2014-08-16 00:00:00,8550,9830,1,1
3156,7165,4769,2014/2015,2014-08-16 00:00:00,9847,7794,2,0
3157,7166,4769,2014/2015,2014-08-16 00:00:00,9851,4087,6,2
3158,7167,4769,2014/2015,2014-08-17 00:00:00,9853,9837,3,1
3159,7168,4769,2014/2015,2014-08-16 00:00:00,9941,9748,2,1
3160,7169,4769,2014/2015,2015-01-10 00:00:00,7794,9847,4,2
3161,7170,4769,2014/2015,2015-01-10 00:00:00,4087,9851,1,1
3162,7171,4769,2014/2015,2015-01-10 00:00:00,9747,8588,2,0
3163,7172,4769,2014/2015,2015-01-10 00:00:00,8639,7819,1,0
3164,7173,4769,2014/2015,2015-01-11 00:00:00,9748,9941,3,0
3165,7174,4769,2014/2015,2015-01-11 00:00:00,9829,9827,0,0
3166,7175,4769,2014/2015,2015-01-09 00:00:00,10249,8592,2,1
3167,7176,4769,2014/2015,2015-01-11 00:00:00,9830,8550,0,0
3168,7177,4769,2014/2015,2015-01-10 00:00:00,9831,8689,3,1
3169,7178,4769,2014/2015,2015-01-10 00:00:00,9837,9853,1,2
3170,7179,4769,2014/2015,2015-01-16 00:00:00,9827,9831,1,2
3171,7180,4769,2014/2015,2015-01-17 00:00:00,7819,9837,4,1
3172,7181,4769,2014/2015,2015-01-17 00:00:00,8588,9748,0,2
3173,7182,4769,2014/2015,2015-01-17 00:00:00,8689,8639,1,0
3174,7183,4769,2014/2015,2015-01-18 00:00:00,8592,9747,2,1
3175,7184,4769,2014/2015,2015-01-17 00:00:00,8550,10249,2,3
3176,7185,4769,2014/2015,2015-01-17 00:00:00,9829,9830,1,0
3177,7186,4769,2014/2015,2015-01-18 00:00:00,9847,4087,4,2
3178,7187,4769,2014/2015,2015-01-18 00:00:00,9851,9853,0,0
3179,7188,4769,2014/2015,2015-01-17 00:00:00,9941,7794,1,1
3180,7189,4769,2014/2015,2015-01-24 00:00:00,7794,9827,0,0
3181,7190,4769,2014/2015,2015-01-25 00:00:00,4087,9941,1,0
3182,7191,4769,2014/2015,2015-01-24 00:00:00,9747,8689,3,2
3183,7192,4769,2014/2015,2015-01-24 00:00:00,8639,9829,0,1
3184,7193,4769,2014/2015,2015-01-25 00:00:00,9748,8550,2,0
3185,7194,4769,2014/2015,2015-01-24 00:00:00,10249,9830,4,0
3186,7195,4769,2014/2015,2015-01-23 00:00:00,9831,8592,2,1
3187,7196,4769,2014/2015,2015-01-25 00:00:00,9837,8588,0,0
3188,7197,4769,2014/2015,2015-01-25 00:00:00,9851,7819,1,4
3189,7198,4769,2014/2015,2015-01-25 00:00:00,9853,9847,0,1
3190,7199,4769,2014/2015,2015-02-01 00:00:00,9827,9747,1,1
3191,7200,4769,2014/2015,2015-02-01 00:00:00,7819,9853,1,0
3192,7201,4769,2014/2015,2015-01-31 00:00:00,8588,7794,1,1
3193,7202,4769,2014/2015,2015-01-31 00:00:00,8689,10249,0,0
3194,7203,4769,2014/2015,2015-01-31 00:00:00,8592,4087,1,0
3195,7204,4769,2014/2015,2015-01-31 00:00:00,8550,9831,0,0
3196,7205,4769,2014/2015,2015-02-01 00:00:00,9829,9748,0,0
3197,7206,4769,2014/2015,2015-01-31 00:00:00,9830,8639,1,1
3198,7207,4769,2014/2015,2015-01-30 00:00:00,9847,9851,1,0
3199,7208,4769,2014/2015,2015-01-31 00:00:00,9941,9837,1,0
3200,7209,4769,2014/2015,2015-02-07 00:00:00,7794,8550,2,0
3201,7210,4769,2014/2015,2015-02-07 00:00:00,7819,9941,2,0
3202,7211,4769,2014/2015,2015-02-07 00:00:00,4087,9827,0,1
3203,7212,4769,2014/2015,2015-02-08 00:00:00,9747,9829,1,0
3204,7213,4769,2014/2015,2015-02-08 00:00:00,9748,9847,1,1
3205,7214,4769,2014/2015,2015-02-07 00:00:00,10249,8639,1,2
3206,7215,4769,2014/2015,2015-02-08 00:00:00,9831,9830,0,0
3207,7216,4769,2014/2015,2015-02-07 00:00:00,9837,8689,1,3
3208,7217,4769,2014/2015,2015-02-07 00:00:00,9851,8592,1,1
3209,7218,4769,2014/2015,2015-02-06 00:00:00,9853,8588,3,3
3210,7219,4769,2014/2015,2015-02-15 00:00:00,9827,9853,1,0
3211,7220,4769,2014/2015,2015-02-14 00:00:00,8588,4087,0,2
3212,7221,4769,2014/2015,2015-02-14 00:00:00,8639,9831,0,0
3213,7222,4769,2014/2015,2015-02-15 00:00:00,8689,9748,1,1
3214,7223,4769,2014/2015,2015-02-13 00:00:00,8592,9837,2,2
3215,7224,4769,2014/2015,2015-02-15 00:00:00,8550,9747,0,2
3216,7225,4769,2014/2015,2015-04-07 00:00:00,9829,10249,0,0
3217,7226,4769,2014/2015,2015-02-14 00:00:00,9830,7794,0,2
3218,7227,4769,2014/2015,2015-02-14 00:00:00,9847,7819,2,2
3219,7228,4769,2014/2015,2015-02-14 00:00:00,9941,9851,2,1
3220,7229,4769,2014/2015,2015-02-21 00:00:00,7794,8639,2,1
3221,7230,4769,2014/2015,2015-02-21 00:00:00,7819,8588,4,1
3222,7231,4769,2014/2015,2015-03-04 00:00:00,4087,8689,1,0
3223,7232,4769,2014/2015,2015-02-22 00:00:00,9747,10249,0,2
3224,7233,4769,2014/2015,2015-02-22 00:00:00,9748,9830,1,0
3225,7234,4769,2014/2015,2015-02-20 00:00:00,9831,9829,0,1
3226,7235,4769,2014/2015,2015-02-21 00:00:00,9847,9941,3,1
3227,7236,4769,2014/2015,2015-02-22 00:00:00,9837,8550,0,0
3228,7237,4769,2014/2015,2015-02-21 00:00:00,9851,9827,1,1
3229,7238,4769,2014/2015,2015-02-22 00:00:00,9853,8592,2,2
3230,7239,4769,2014/2015,2015-02-28 00:00:00,9827,9837,1,1
3231,7240,4769,2014/2015,2015-02-28 00:00:00,8588,9851,0,1
3232,7241,4769,2014/2015,2015-02-28 00:00:00,8639,9748,2,1
3233,7242,4769,2014/2015,2015-02-28 00:00:00,8689,7794,2,0
3234,7243,4769,2014/2015,2015-02-27 00:00:00,8592,7819,2,3
3235,7244,4769,2014/2015,2015-02-28 00:00:00,8550,4087,1,2
3236,7245,4769,2014/2015,2015-03-01 00:00:00,9829,9847,0,0
3237,7246,4769,2014/2015,2015-03-01 00:00:00,10249,9831,2,1
3238,7247,4769,2014/2015,2015-03-01 00:00:00,9830,9747,1,0
3239,7248,4769,2014/2015,2015-02-28 00:00:00,9941,9853,1,1
3240,7249,4769,2014/2015,2015-03-08 00:00:00,10249,9748,1,5
3241,7250,4769,2014/2015,2015-03-07 00:00:00,7794,9831,2,1
3242,7251,4769,2014/2015,2015-03-07 00:00:00,7819,9827,1,2
3243,7252,4769,2014/2015,2015-03-07 00:00:00,4087,9829,1,3
3244,7253,4769,2014/2015,2015-03-08 00:00:00,9747,8639,0,1
3245,7254,4769,2014/2015,2015-03-07 00:00:00,9847,8588,4,1
3246,7255,4769,2014/2015,2015-03-07 00:00:00,9837,9830,3,1
3247,7256,4769,2014/2015,2015-03-07 00:00:00,9851,8550,1,0
3248,7257,4769,2014/2015,2015-03-08 00:00:00,9853,8689,2,0
3249,7258,4769,2014/2015,2015-03-06 00:00:00,9941,8592,1,6
3250,7259,4769,2014/2015,2015-03-15 00:00:00,9827,9847,3,2
3251,7260,4769,2014/2015,2015-03-14 00:00:00,8588,9941,1,0
3252,7261,4769,2014/2015,2015-03-15 00:00:00,8639,9851,3,0
3253,7262,4769,2014/2015,2015-03-14 00:00:00,8689,7819,2,1
3254,7263,4769,2014/2015,2015-03-15 00:00:00,8592,9748,0,0
3255,7264,4769,2014/2015,2015-03-14 00:00:00,8550,9853,2,3
3256,7265,4769,2014/2015,2015-03-13 00:00:00,9829,7794,3,0
3257,7266,4769,2014/2015,2015-03-14 00:00:00,10249,9837,3,1
3258,7267,4769,2014/2015,2015-03-14 00:00:00,9830,4087,2,1
3259,7268,4769,2014/2015,2015-03-13 00:00:00,9831,9747,1,2
3260,7269,4769,2014/2015,2014-08-23 00:00:00,7794,9941,1,0
3261,7270,4769,2014/2015,2014-08-22 00:00:00,4087,9847,0,0
3262,7271,4769,2014/2015,2014-08-23 00:00:00,9747,8592,0,1
3263,7272,4769,2014/2015,2014-08-23 00:00:00,8639,8689,2,0
3264,7273,4769,2014/2015,2014-08-24 00:00:00,9748,8588,0,1
3265,7274,4769,2014/2015,2014-08-23 00:00:00,10249,8550,2,0
3266,7275,4769,2014/2015,2014-08-24 00:00:00,9830,9829,0,1
3267,7276,4769,2014/2015,2014-08-23 00:00:00,9831,9827,1,3
3268,7277,4769,2014/2015,2014-08-23 00:00:00,9837,7819,0,2
3269,7278,4769,2014/2015,2014-08-24 00:00:00,9853,9851,0,0
3270,7279,4769,2014/2015,2015-03-21 00:00:00,7794,9747,0,0
3271,7280,4769,2014/2015,2015-03-21 00:00:00,7819,8550,0,0
3272,7281,4769,2014/2015,2015-03-21 00:00:00,4087,10249,1,0
3273,7282,4769,2014/2015,2015-03-22 00:00:00,8588,8592,0,4
3274,7283,4769,2014/2015,2015-03-21 00:00:00,9748,9831,1,2
3275,7284,4769,2014/2015,2015-03-20 00:00:00,9847,8689,3,1
3276,7285,4769,2014/2015,2015-03-22 00:00:00,9837,9829,1,3
3277,7286,4769,2014/2015,2015-03-21 00:00:00,9851,9830,0,0
3278,7287,4769,2014/2015,2015-03-22 00:00:00,9853,8639,2,0
3279,7288,4769,2014/2015,2015-03-21 00:00:00,9941,9827,2,1
3280,7289,4769,2014/2015,2015-04-05 00:00:00,9827,8588,2,1
3281,7290,4769,2014/2015,2015-04-04 00:00:00,9747,9748,1,3
3282,7291,4769,2014/2015,2015-04-04 00:00:00,8639,9837,3,1
3283,7292,4769,2014/2015,2015-04-04 00:00:00,8689,9851,0,3
3284,7293,4769,2014/2015,2015-04-05 00:00:00,8592,9847,2,3
3285,7294,4769,2014/2015,2015-04-04 00:00:00,8550,9941,3,2
3286,7295,4769,2014/2015,2015-04-03 00:00:00,9829,9853,1,1
3287,7296,4769,2014/2015,2015-04-04 00:00:00,10249,7794,3,1
3288,7297,4769,2014/2015,2015-04-05 00:00:00,9830,7819,1,2
3289,7298,4769,2014/2015,2015-04-04 00:00:00,9831,4087,2,2
3290,7299,4769,2014/2015,2015-04-12 00:00:00,9827,8592,1,0
3291,7300,4769,2014/2015,2015-04-10 00:00:00,7819,9829,0,3
3292,7301,4769,2014/2015,2015-04-12 00:00:00,4087,8639,0,1
3293,7302,4769,2014/2015,2015-04-12 00:00:00,8588,8689,0,0
3294,7303,4769,2014/2015,2015-04-15 00:00:00,9748,7794,2,0
3295,7304,4769,2014/2015,2015-04-28 00:00:00,9847,8550,3,1
3296,7305,4769,2014/2015,2015-04-12 00:00:00,9837,9831,0,1
3297,7306,4769,2014/2015,2015-04-12 00:00:00,9851,9747,1,0
3298,7307,4769,2014/2015,2015-04-12 00:00:00,9853,9830,1,0
3299,7308,4769,2014/2015,2015-04-12 00:00:00,9941,10249,1,0
3300,7309,4769,2014/2015,2015-04-18 00:00:00,7794,9837,1,2
3301,7310,4769,2014/2015,2015-04-18 00:00:00,9747,4087,1,1
3302,7311,4769,2014/2015,2015-04-19 00:00:00,8639,9827,2,0
3303,7312,4769,2014/2015,2015-04-18 00:00:00,8689,9941,0,1
3304,7313,4769,2014/2015,2015-04-19 00:00:00,9748,9853,2,2
3305,7314,4769,2014/2015,2015-04-18 00:00:00,8550,8588,3,1
3306,7315,4769,2014/2015,2015-04-18 00:00:00,9829,9851,1,1
3307,7316,4769,2014/2015,2015-04-19 00:00:00,10249,7819,1,0
3308,7317,4769,2014/2015,2015-04-17 00:00:00,9830,8592,1,0
3309,7318,4769,2014/2015,2015-04-18 00:00:00,9831,9847,1,3
3310,7319,4769,2014/2015,2015-04-25 00:00:00,9827,8550,1,1
3311,7320,4769,2014/2015,2015-04-25 00:00:00,7819,9747,0,2
3312,7321,4769,2014/2015,2015-04-25 00:00:00,4087,7794,1,2
3313,7322,4769,2014/2015,2015-04-26 00:00:00,8588,9829,0,3
3314,7323,4769,2014/2015,2015-04-24 00:00:00,8592,8689,3,5
3315,7324,4769,2014/2015,2015-04-25 00:00:00,9847,8639,6,1
3316,7325,4769,2014/2015,2015-04-26 00:00:00,9837,9748,2,4
3317,7326,4769,2014/2015,2015-04-25 00:00:00,9851,9831,2,1
3318,7327,4769,2014/2015,2015-04-26 00:00:00,9853,10249,1,0
3319,7328,4769,2014/2015,2015-04-25 00:00:00,9941,9830,1,1
3320,7329,4769,2014/2015,2015-05-02 00:00:00,7794,9853,1,0
3321,7330,4769,2014/2015,2015-05-02 00:00:00,9747,9837,2,0
3322,7331,4769,2014/2015,2015-05-03 00:00:00,8639,8588,3,1
3323,7332,4769,2014/2015,2015-05-02 00:00:00,8689,9827,0,0
3324,7333,4769,2014/2015,2015-05-02 00:00:00,9748,4087,2,0
3325,7334,4769,2014/2015,2015-05-01 00:00:00,8550,8592,0,2
3326,7335,4769,2014/2015,2015-05-03 00:00:00,9829,9941,4,1
3327,7336,4769,2014/2015,2015-05-02 00:00:00,10249,9851,0,0
3328,7337,4769,2014/2015,2015-05-03 00:00:00,9830,9847,0,2
3329,7338,4769,2014/2015,2015-05-02 00:00:00,9831,7819,1,1
3330,7339,4769,2014/2015,2015-05-09 00:00:00,9827,9830,2,1
3331,7340,4769,2014/2015,2015-05-09 00:00:00,7819,9748,3,0
3332,7341,4769,2014/2015,2015-05-09 00:00:00,4087,9837,2,3
3333,7342,4769,2014/2015,2015-05-10 00:00:00,8588,10249,0,1
3334,7343,4769,2014/2015,2015-05-10 00:00:00,8592,9829,2,1
3335,7344,4769,2014/2015,2015-05-09 00:00:00,8550,8689,0,4
3336,7345,4769,2014/2015,2015-05-08 00:00:00,9847,9747,6,0
3337,7346,4769,2014/2015,2015-05-09 00:00:00,9851,7794,0,1
3338,7347,4769,2014/2015,2015-05-10 00:00:00,9853,9831,5,0
3339,7348,4769,2014/2015,2015-05-09 00:00:00,9941,8639,3,2
3340,7349,4769,2014/2015,2015-05-16 00:00:00,7794,7819,1,1
3341,7350,4769,2014/2015,2015-05-16 00:00:00,4087,9853,1,2
3342,7351,4769,2014/2015,2015-05-16 00:00:00,9747,9941,2,1
3343,7352,4769,2014/2015,2015-05-16 00:00:00,8639,8592,0,4
3344,7353,4769,2014/2015,2015-05-16 00:00:00,9748,9827,1,1
3345,7354,4769,2014/2015,2015-05-16 00:00:00,9829,8550,2,0
3346,7355,4769,2014/2015,2015-05-16 00:00:00,10249,9847,1,2
3347,7356,4769,2014/2015,2015-05-16 00:00:00,9830,8689,1,1
3348,7357,4769,2014/2015,2015-05-16 00:00:00,9831,8588,2,1
3349,7358,4769,2014/2015,2015-05-16 00:00:00,9837,9851,1,0
3350,7359,4769,2014/2015,2015-05-23 00:00:00,9827,10249,2,1
3351,7360,4769,2014/2015,2015-05-23 00:00:00,7819,4087,3,2
3352,7361,4769,2014/2015,2015-05-23 00:00:00,8588,9830,1,0
3353,7362,4769,2014/2015,2015-05-23 00:00:00,8689,9829,0,1
3354,7363,4769,2014/2015,2015-05-23 00:00:00,8592,7794,3,0
3355,7364,4769,2014/2015,2015-05-23 00:00:00,8550,8639,1,4
3356,7365,4769,2014/2015,2015-05-23 00:00:00,9847,9837,3,2
3357,7366,4769,2014/2015,2015-05-23 00:00:00,9851,9748,0,1
3358,7367,4769,2014/2015,2015-05-23 00:00:00,9853,9747,2,1
3359,7368,4769,2014/2015,2015-05-23 00:00:00,9941,9831,2,3
3360,7369,4769,2014/2015,2014-08-31 00:00:00,9827,7794,1,1
3361,7370,4769,2014/2015,2014-08-30 00:00:00,7819,9851,0,1
3362,7371,4769,2014/2015,2014-08-30 00:00:00,8588,9837,4,2
3363,7372,4769,2014/2015,2014-08-30 00:00:00,8689,9747,4,0
3364,7373,4769,2014/2015,2014-08-29 00:00:00,8592,9831,4,0
3365,7374,4769,2014/2015,2014-08-31 00:00:00,8550,9748,2,1
3366,7375,4769,2014/2015,2014-08-30 00:00:00,9829,8639,1,1
3367,7376,4769,2014/2015,2014-08-30 00:00:00,9830,10249,1,0
3368,7377,4769,2014/2015,2014-08-30 00:00:00,9941,4087,1,0
3369,7378,4769,2014/2015,2014-08-31 00:00:00,9847,9853,5,0
3370,7379,4769,2014/2015,2014-09-13 00:00:00,7794,8588,1,1
3371,7380,4769,2014/2015,2014-09-14 00:00:00,4087,8592,1,3
3372,7381,4769,2014/2015,2014-09-14 00:00:00,9747,9827,2,1
3373,7382,4769,2014/2015,2014-09-14 00:00:00,8639,9830,2,0
3374,7383,4769,2014/2015,2014-09-12 00:00:00,9748,9829,2,1
3375,7384,4769,2014/2015,2014-09-13 00:00:00,10249,8689,1,0
3376,7385,4769,2014/2015,2014-09-13 00:00:00,9831,8550,1,0
3377,7386,4769,2014/2015,2014-09-13 00:00:00,9837,9941,2,0
3378,7387,4769,2014/2015,2014-09-13 00:00:00,9851,9847,1,1
3379,7388,4769,2014/2015,2014-09-13 00:00:00,9853,7819,1,0
3380,7389,4769,2014/2015,2014-09-19 00:00:00,9827,4087,2,1
3381,7390,4769,2014/2015,2014-09-21 00:00:00,8588,9853,0,1
3382,7391,4769,2014/2015,2014-09-21 00:00:00,8639,10249,0,0
3383,7392,4769,2014/2015,2014-09-20 00:00:00,8689,9837,0,1
3384,7393,4769,2014/2015,2014-09-20 00:00:00,8592,9851,3,0
3385,7394,4769,2014/2015,2014-09-20 00:00:00,8550,7794,3,1
3386,7395,4769,2014/2015,2014-09-21 00:00:00,9829,9747,1,0
3387,7396,4769,2014/2015,2014-09-20 00:00:00,9830,9831,2,1
3388,7397,4769,2014/2015,2014-09-20 00:00:00,9941,7819,3,3
3389,7398,4769,2014/2015,2014-09-21 00:00:00,9847,9748,1,1
3390,7399,4769,2014/2015,2014-09-24 00:00:00,7794,9830,0,0
3391,7400,4769,2014/2015,2014-09-24 00:00:00,7819,9847,0,2
3392,7401,4769,2014/2015,2014-09-24 00:00:00,4087,8588,2,1
3393,7402,4769,2014/2015,2014-09-24 00:00:00,9747,8550,0,1
3394,7403,4769,2014/2015,2014-09-24 00:00:00,9748,8689,4,0
3395,7404,4769,2014/2015,2014-09-24 00:00:00,10249,9829,0,1
3396,7405,4769,2014/2015,2014-09-24 00:00:00,9831,8639,1,0
3397,7406,4769,2014/2015,2014-09-23 00:00:00,9837,8592,0,5
3398,7407,4769,2014/2015,2014-09-23 00:00:00,9851,9941,0,3
3399,7408,4769,2014/2015,2014-09-25 00:00:00,9853,9827,1,1
3400,7409,4769,2014/2015,2014-09-28 00:00:00,9827,9851,2,1
3401,7410,4769,2014/2015,2014-09-28 00:00:00,8588,7819,0,0
3402,7411,4769,2014/2015,2014-09-27 00:00:00,8639,7794,1,0
3403,7412,4769,2014/2015,2014-09-27 00:00:00,8689,4087,0,2
3404,7413,4769,2014/2015,2014-09-28 00:00:00,8592,9853,2,1
3405,7414,4769,2014/2015,2014-09-27 00:00:00,8550,9837,3,0
3406,7415,4769,2014/2015,2014-09-27 00:00:00,9829,9831,0,1
3407,7416,4769,2014/2015,2014-09-27 00:00:00,10249,9747,2,1
3408,7417,4769,2014/2015,2014-09-28 00:00:00,9830,9748,1,1
3409,7418,4769,2014/2015,2014-09-27 00:00:00,9941,9847,1,1
3410,7419,4769,2014/2015,2014-10-04 00:00:00,7794,8689,0,2
3411,7420,4769,2014/2015,2014-10-04 00:00:00,7819,8592,1,2
3412,7421,4769,2014/2015,2014-10-04 00:00:00,4087,8550,3,0
3413,7422,4769,2014/2015,2014-10-05 00:00:00,9747,9830,0,1
3414,7423,4769,2014/2015,2014-10-05 00:00:00,9748,8639,3,0
3415,7424,4769,2014/2015,2014-10-04 00:00:00,9831,10249,1,1
3416,7425,4769,2014/2015,2014-10-03 00:00:00,9837,9827,1,0
3417,7426,4769,2014/2015,2014-10-04 00:00:00,9851,8588,2,0
3418,7427,4769,2014/2015,2014-10-05 00:00:00,9853,9941,0,1
3419,7428,4769,2014/2015,2014-10-05 00:00:00,9847,9829,1,1
3420,7429,4769,2015/2016,2015-08-08 00:00:00,7794,9851,2,1
3421,7430,4769,2015/2016,2015-08-09 00:00:00,9827,9837,1,2
3422,7431,4769,2015/2016,2015-08-07 00:00:00,8639,9847,0,1
3423,7432,4769,2015/2016,2015-08-09 00:00:00,9748,8689,0,0
3424,7433,4769,2015/2016,2015-08-08 00:00:00,8592,7819,0,1
3425,7434,4769,2015/2016,2015-08-08 00:00:00,10249,8121,0,2
3426,7435,4769,2015/2016,2015-08-08 00:00:00,9830,9747,1,0
3427,7436,4769,2015/2016,2015-08-08 00:00:00,9831,9829,1,2
3428,7437,4769,2015/2016,2015-08-09 00:00:00,9941,9853,2,1
3429,7438,4769,2015/2016,2015-08-08 00:00:00,10242,6391,0,0
3430,7439,4769,2015/2016,2015-10-17 00:00:00,7794,9847,0,2
3431,7440,4769,2015/2016,2015-10-18 00:00:00,9827,10249,0,0
3432,7441,4769,2015/2016,2015-10-17 00:00:00,9747,8639,1,1
3433,7442,4769,2015/2016,2015-10-18 00:00:00,8592,8689,1,1
3434,7443,4769,2015/2016,2015-10-16 00:00:00,9829,9748,1,1
3435,7444,4769,2015/2016,2015-10-17 00:00:00,9830,10242,3,0
3436,7445,4769,2015/2016,2015-10-17 00:00:00,9837,7819,0,1
3437,7446,4769,2015/2016,2015-10-18 00:00:00,9851,9831,1,4
3438,7447,4769,2015/2016,2015-10-17 00:00:00,9853,6391,2,0
3439,7448,4769,2015/2016,2015-10-17 00:00:00,9941,8121,1,2
3440,7449,4769,2015/2016,2015-10-24 00:00:00,8121,9747,0,0
3441,7450,4769,2015/2016,2015-10-25 00:00:00,9827,10242,1,0
3442,7451,4769,2015/2016,2015-10-23 00:00:00,7819,9830,0,2
3443,7452,4769,2015/2016,2015-10-24 00:00:00,6391,9831,3,1
3444,7453,4769,2015/2016,2015-10-25 00:00:00,8639,8592,1,2
3445,7454,4769,2015/2016,2015-10-24 00:00:00,8689,9851,1,1
3446,7455,4769,2015/2016,2015-10-23 00:00:00,9748,9941,3,0
3447,7456,4769,2015/2016,2015-10-24 00:00:00,10249,7794,2,0
3448,7457,4769,2015/2016,2015-10-25 00:00:00,9847,9853,4,1
3449,7458,4769,2015/2016,2015-10-25 00:00:00,9837,9829,0,1
3450,7459,4769,2015/2016,2015-10-31 00:00:00,7794,7819,1,0
3451,7460,4769,2015/2016,2015-10-31 00:00:00,6391,9827,2,0
3452,7461,4769,2015/2016,2015-10-31 00:00:00,9747,8689,2,2
3453,7462,4769,2015/2016,2015-11-01 00:00:00,9829,8121,1,0
